gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
female,group B,master's degree,standard,completed,64,66,54
female,group B,bachelor's degree,standard,completed,72,76,59
male,group E,some college,free/reduced,none,76,69,59
female,group A,some high school,standard,completed,60,67,55
female,group C,master's degree,free/reduced,none,68,70,52
female,group A,high school,free/reduced,completed,50,43,39
female,group D,associate's degree,standard,none,77,82,57
male,group A,bachelor's degree,standard,none,72,77,47
male,group B,master's degree,free/reduced,completed,87,86,85
female,group D,bachelor's degree,free/reduced,completed,83,80,53
female,group A,high school,free/reduced,none,87,81,64
female,group D,bachelor's degree,free/reduced,none,88,85,76
male,group C,master's degree,free/reduced,completed,59,64,46
male,group A,some college,free/reduced,completed,77,68,63
male,group B,some high school,standard,completed,80,75,72
male,group D,master's degree,standard,none,60,61,49
female,group E,bachelor's degree,standard,completed,88,91,76
female,group D,high school,free/reduced,none,68,71,61
female,group E,associate's degree,free/reduced,completed,79,75,53
male,group B,associate's degree,standard,completed,86,85,54
female,group C,high school,standard,completed,76,73,79
male,group E,bachelor's degree,standard,none,97,98,82
male,group C,some high school,free/reduced,none,100,100,71
female,group D,high school,free/reduced,none,70,69,76
female,group B,bachelor's degree,free/reduced,none,84,84,52
female,group E,master's degree,standard,completed,100,100,71
male,group D,some high school,standard,completed,60,52,40
male,group A,some college,standard,completed,28,34,34
female,group D,bachelor's degree,free/reduced,none,84,89,65
female,group C,associate's degree,standard,none,64,54,46
male,group B,associate's degree,standard,completed,51,61,32
female,group B,some high school,free/reduced,completed,59,61,46
male,group D,some college,free/reduced,none,46,48,34
male,group A,bachelor's degree,standard,none,95,92,58
female,group C,some college,free/reduced,none,91,91,69
female,group D,master's degree,standard,none,66,68,44
female,group D,some college,free/reduced,completed,67,76,71
female,group B,master's degree,free/reduced,none,72,66,57
male,group C,associate's degree,free/reduced,completed,95,100,92
male,group A,master's degree,free/reduced,completed,54,51,22
male,group B,bachelor's degree,free/reduced,completed,67,74,46
female,group D,some high school,free/reduced,none,88,80,59
male,group B,some high school,standard,completed,64,63,42
female,group B,bachelor's degree,standard,completed,57,46,44
female,group E,bachelor's degree,standard,completed,72,68,53
female,group B,bachelor's degree,free/reduced,none,43,40,23
female,group B,high school,free/reduced,completed,75,77,89
female,group C,master's degree,standard,completed,66,58,51
female,group B,bachelor's degree,standard,completed,79,87,46
male,group A,some high school,standard,none,59,68,58
female,group D,some college,free/reduced,none,76,76,84
male,group C,some college,standard,completed,73,66,62
male,group B,high school,standard,completed,52,44,28
female,group A,master's degree,standard,none,55,55,39
female,group D,master's degree,standard,none,88,84,76
female,group C,master's degree,free/reduced,none,84,90,60
male,group A,some high school,standard,completed,44,42,32
female,group B,some high school,standard,none,63,65,42
male,group E,high school,free/reduced,none,74,73,64
female,group E,master's degree,free/reduced,none,77,74,68
female,group C,master's degree,free/reduced,none,74,70,70
male,group A,bachelor's degree,free/reduced,completed,75,69,67
male,group D,master's degree,free/reduced,none,64,62,64
female,group A,some high school,standard,completed,72,72,73
male,group E,bachelor's degree,standard,none,55,56,30
male,group C,bachelor's degree,standard,completed,64,64,43
male,group B,master's degree,free/reduced,completed,38,37,20
male,group A,some college,standard,completed,54,44,40
male,group E,associate's degree,free/reduced,completed,56,61,40
female,group D,some high school,free/reduced,none,57,49,38
female,group C,some college,standard,completed,80,82,75
male,group B,master's degree,free/reduced,completed,46,52,44
female,group A,master's degree,standard,completed,60,65,45
female,group D,some college,free/reduced,completed,79,82,72
male,group B,master's degree,standard,completed,50,50,42
female,group E,some high school,free/reduced,none,89,84,72
male,group E,bachelor's degree,free/reduced,completed,72,65,61
male,group D,high school,free/reduced,completed,80,80,39
female,group E,master's degree,standard,completed,55,51,33
male,group C,master's degree,free/reduced,completed,58,55,35
male,group D,some college,standard,completed,67,70,55
male,group E,bachelor's degree,free/reduced,none,82,81,72
male,group A,some college,standard,none,81,77,58
male,group E,some high school,free/reduced,none,75,89,56
female,group C,some college,standard,completed,66,64,30
female,group B,master's degree,free/reduced,completed,58,61,51
male,group B,bachelor's degree,free/reduced,none,85,88,57
male,group E,some high school,free/reduced,completed,64,61,53
female,group B,master's degree,standard,none,46,42,26
male,group E,some high school,free/reduced,completed,55,46,45
female,group C,master's degree,free/reduced,completed,59,60,51
male,group B,master's degree,free/reduced,completed,64,64,33
male,group A,master's degree,standard,none,68,61,60
male,group E,high school,free/reduced,none,49,55,44
male,group B,associate's degree,standard,none,62,65,61
male,group C,bachelor's degree,standard,none,64,64,37
male,group C,high school,free/reduced,none,66,64,40
male,group A,associate's degree,free/reduced,none,58,56,41
female,group C,some high school,standard,completed,100,100,78
female,group C,associate's degree,standard,none,64,60,46
female,group B,associate's degree,free/reduced,none,61,64,30
male,group E,high school,standard,none,53,52,44
male,group D,bachelor's degree,standard,none,81,91,65
male,group C,some college,free/reduced,completed,42,38,28
male,group C,associate's degree,free/reduced,none,43,42,34
male,group D,some college,standard,none,69,71,58
male,group C,some college,standard,none,76,79,60
male,group B,master's degree,free/reduced,none,68,66,43
female,group B,some college,standard,completed,100,96,64
male,group D,some high school,standard,completed,62,60,57
female,group C,some high school,free/reduced,completed,65,67,42
female,group C,master's degree,standard,none,69,67,41
male,group E,bachelor's degree,standard,none,70,82,61
male,group C,bachelor's degree,standard,none,68,66,58
female,group B,some high school,standard,completed,67,68,66
female,group A,master's degree,free/reduced,completed,50,50,31
male,group A,bachelor's degree,standard,none,80,78,55
male,group A,associate's degree,standard,none,84,88,70
female,group A,bachelor's degree,free/reduced,none,62,56,53
male,group C,master's degree,standard,completed,69,80,53
male,group C,some high school,standard,none,93,89,79
male,group E,associate's degree,free/reduced,completed,58,60,41
female,group C,some college,standard,completed,73,74,59
female,group A,some college,standard,completed,71,70,43
female,group D,some college,standard,completed,94,100,81
male,group D,some high school,standard,none,97,100,83
male,group B,master's degree,standard,completed,81,77,65
female,group B,some college,standard,none,100,100,61
female,group C,bachelor's degree,standard,completed,70,72,52
female,group D,some college,free/reduced,none,3,2,5
male,group A,high school,free/reduced,completed,62,59,40
female,group A,some high school,free/reduced,completed,63,61,61
female,group A,high school,standard,completed,93,90,95
male,group C,some college,free/reduced,none,67,61,42
male,group C,some college,free/reduced,completed,89,90,77
male,group E,high school,free/reduced,completed,82,82,64
female,group A,some high school,free/reduced,completed,74,71,62
male,group A,some high school,standard,completed,76,66,55
male,group C,some college,standard,none,74,72,56
female,group C,some high school,standard,none,87,96,68
male,group E,associate's degree,free/reduced,none,66,64,57
female,group E,some high school,standard,none,64,62,35
female,group B,high school,free/reduced,completed,76,73,52
male,group D,master's degree,standard,completed,72,75,59
male,group A,high school,standard,completed,66,71,48
male,group A,bachelor's degree,free/reduced,none,100,98,91
male,group E,associate's degree,free/reduced,completed,80,72,66
male,group E,master's degree,standard,none,61,59,37
male,group B,some college,standard,none,78,75,58
female,group D,bachelor's degree,standard,none,55,53,51
female,group B,bachelor's degree,free/reduced,completed,52,57,46
male,group D,associate's degree,free/reduced,completed,82,76,61
female,group A,master's degree,free/reduced,completed,57,59,44
male,group B,bachelor's degree,free/reduced,none,70,72,68
female,group E,master's degree,standard,completed,54,56,30
female,group B,master's degree,free/reduced,completed,65,68,71
female,group B,some high school,free/reduced,none,63,53,48
male,group A,bachelor's degree,free/reduced,completed,68,71,72
female,group E,master's degree,standard,completed,100,100,79
male,group E,associate's degree,standard,none,89,85,94
female,group C,bachelor's degree,free/reduced,none,68,76,51
female,group C,associate's degree,free/reduced,completed,66,70,55
female,group C,associate's degree,standard,none,59,54,53
female,group A,master's degree,standard,completed,54,51,49
female,group B,master's degree,free/reduced,completed,67,72,46
male,group E,some high school,standard,none,89,88,56
male,group E,some high school,free/reduced,none,22,15,6
female,group B,bachelor's degree,standard,none,85,93,68
female,group E,some high school,free/reduced,none,87,85,67
female,group B,some college,free/reduced,completed,37,37,30
female,group A,bachelor's degree,free/reduced,none,70,72,64
male,group A,associate's degree,free/reduced,none,63,58,47
female,group A,some high school,standard,none,67,73,36
male,group B,some high school,standard,none,73,68,66
female,group B,some high school,free/reduced,completed,74,75,71
male,group D,master's degree,standard,none,49,46,41
female,group E,associate's degree,free/reduced,none,94,99,74
female,group E,some high school,standard,completed,62,64,52
male,group D,high school,free/reduced,none,100,100,91
female,group D,high school,standard,completed,55,47,29
female,group A,associate's degree,standard,completed,54,55,37
female,group D,some high school,standard,completed,74,74,52
male,group B,some college,standard,completed,83,75,51
female,group C,some college,free/reduced,none,89,90,98
female,group B,bachelor's degree,free/reduced,completed,55,58,46
male,group D,bachelor's degree,standard,none,64,64,39
male,group E,some high school,standard,completed,97,94,62
male,group B,bachelor's degree,standard,completed,64,70,62
female,group E,master's degree,standard,none,83,92,81
female,group B,some college,free/reduced,none,41,35,39
female,group E,associate's degree,standard,completed,45,50,56
male,group B,some high school,standard,none,84,86,63
female,group E,some high school,standard,completed,67,63,39
female,group C,high school,standard,none,81,79,89
male,group A,some college,standard,completed,60,59,40
male,group B,some college,standard,none,45,50,44
male,group C,some college,standard,none,71,68,47
male,group A,bachelor's degree,standard,completed,49,39,45
male,group B,master's degree,free/reduced,completed,71,69,43
female,group C,associate's degree,standard,completed,55,59,71
male,group C,bachelor's degree,standard,none,79,84,69
female,group C,master's degree,standard,none,65,62,37
female,group D,some college,standard,completed,65,67,31
male,group E,master's degree,free/reduced,none,75,81,61
male,group A,bachelor's degree,standard,completed,83,86,78
male,group E,some college,free/reduced,none,72,82,56
female,group E,bachelor's degree,free/reduced,none,96,100,91
male,group E,associate's degree,free/reduced,none,96,93,65
male,group C,some college,free/reduced,completed,59,58,54
male,group E,master's degree,standard,none,53,61,42
male,group D,bachelor's degree,free/reduced,none,51,45,45
male,group B,high school,free/reduced,none,97,96,68
female,group C,master's degree,standard,none,51,60,38
female,group A,master's degree,free/reduced,completed,64,74,41
female,group B,some college,free/reduced,none,70,71,68
male,group B,some high school,free/reduced,none,96,87,68
male,group B,master's degree,free/reduced,none,50,48,34
male,group E,bachelor's degree,standard,none,86,89,64
female,group E,high school,free/reduced,completed,70,66,59
male,group C,associate's degree,standard,none,68,79,36
male,group E,high school,standard,none,69,67,41
male,group E,bachelor's degree,standard,none,59,65,63
female,group E,some college,free/reduced,none,63,62,52
male,group C,bachelor's degree,free/reduced,completed,59,60,41
female,group C,some high school,standard,none,50,49,48
male,group D,some high school,standard,none,52,49,42
female,group D,some high school,standard,completed,87,84,81
female,group D,master's degree,standard,none,64,67,46
female,group D,some college,standard,completed,80,78,55
male,group B,some high school,standard,none,67,64,38
male,group B,associate's degree,free/reduced,none,67,70,65
female,group D,associate's degree,free/reduced,none,68,75,67
female,group D,bachelor's degree,free/reduced,none,80,88,74
male,group A,some high school,standard,none,59,54,35
male,group B,master's degree,free/reduced,none,67,63,37
female,group A,associate's degree,standard,none,83,89,77
male,group A,high school,standard,none,86,83,70
male,group E,some college,free/reduced,none,92,90,63
male,group C,high school,standard,none,55,48,47
male,group B,associate's degree,free/reduced,none,60,63,67
female,group D,associate's degree,free/reduced,none,67,66,49
male,group D,bachelor's degree,free/reduced,completed,50,55,41
male,group C,bachelor's degree,standard,none,83,87,77
female,group B,some high school,standard,completed,74,79,73
female,group D,some college,standard,completed,67,72,56
male,group D,some high school,free/reduced,none,85,83,49
male,group E,bachelor's degree,standard,completed,58,57,56
male,group A,master's degree,free/reduced,none,86,87,62
male,group D,some college,standard,none,96,96,81
female,group B,master's degree,free/reduced,completed,74,77,71
female,group C,some high school,free/reduced,completed,69,66,60
female,group E,bachelor's degree,standard,completed,72,73,59
male,group B,some college,standard,none,49,46,37
male,group E,some high school,free/reduced,completed,67,68,46
male,group A,associate's degree,free/reduced,completed,100,100,82
male,group D,some high school,standard,completed,100,95,67
female,group B,high school,free/reduced,none,71,72,65
female,group C,associate's degree,standard,none,61,67,60
male,group A,master's degree,standard,completed,85,90,69
female,group A,associate's degree,free/reduced,completed,69,63,45
male,group E,some high school,standard,completed,84,77,46
male,group A,associate's degree,free/reduced,completed,58,60,39
female,group B,high school,standard,completed,74,74,52
male,group E,some high school,free/reduced,completed,64,63,51
male,group A,high school,standard,completed,69,56,41
female,group C,associate's degree,standard,none,61,55,55
male,group B,high school,free/reduced,completed,67,73,70
male,group C,associate's degree,standard,completed,74,76,61
female,group C,some college,free/reduced,none,80,89,54
male,group E,associate's degree,free/reduced,completed,67,71,32
female,group D,bachelor's degree,free/reduced,none,91,92,73
male,group E,high school,free/reduced,completed,50,42,32
female,group B,high school,free/reduced,none,47,48,27
female,group B,master's degree,standard,completed,61,60,45
female,group E,master's degree,standard,completed,70,64,78
male,group D,bachelor's degree,standard,none,94,100,95
female,group E,high school,standard,none,67,67,71
female,group B,high school,standard,none,55,57,40
female,group D,master's degree,standard,completed,60,55,43
female,group B,master's degree,standard,completed,71,72,67
female,group D,associate's degree,free/reduced,completed,53,52,42
male,group D,some high school,free/reduced,completed,98,100,85
male,group E,high school,free/reduced,completed,34,31,13
male,group E,high school,standard,none,58,54,49
male,group E,associate's degree,free/reduced,completed,61,62,34
male,group D,high school,standard,none,55,53,19
male,group D,bachelor's degree,standard,none,80,81,60
male,group B,master's degree,standard,completed,60,68,60
female,group C,master's degree,free/reduced,completed,79,74,64
male,group E,some high school,free/reduced,none,93,93,72
female,group B,master's degree,free/reduced,completed,88,84,47
female,group B,some college,standard,none,72,68,39
male,group A,bachelor's degree,standard,completed,70,69,52
female,group E,bachelor's degree,standard,none,83,83,62
female,group B,associate's degree,standard,completed,65,73,54
female,group A,some college,free/reduced,completed,62,59,66
female,group E,high school,free/reduced,completed,55,53,44
male,group D,some high school,free/reduced,none,74,64,68
male,group A,bachelor's degree,free/reduced,completed,54,56,36
male,group D,some college,standard,none,59,59,24
male,group C,some college,standard,completed,100,100,90
male,group C,bachelor's degree,free/reduced,completed,80,81,77
male,group C,associate's degree,standard,none,76,66,71
male,group C,some college,standard,none,59,67,40
male,group B,master's degree,free/reduced,none,81,82,59
male,group C,some college,free/reduced,completed,54,55,38
male,group B,high school,standard,completed,47,55,45
female,group B,bachelor's degree,free/reduced,completed,61,58,38
male,group E,high school,free/reduced,completed,52,45,42
female,group B,associate's degree,free/reduced,completed,76,70,67
female,group B,some high school,free/reduced,completed,75,74,66
female,group C,master's degree,free/reduced,completed,73,72,47
female,group B,bachelor's degree,free/reduced,none,78,86,75
male,group D,some college,free/reduced,completed,78,79,63
female,group C,master's degree,free/reduced,none,59,51,38
male,group A,some college,free/reduced,completed,77,73,70
male,group C,associate's degree,standard,none,74,71,58
female,group B,some high school,free/reduced,none,60,58,61
male,group D,bachelor's degree,free/reduced,none,64,60,60
female,group C,associate's degree,free/reduced,completed,82,75,69
female,group D,associate's degree,standard,none,50,50,39
male,group A,some high school,free/reduced,none,75,72,44
male,group A,associate's degree,free/reduced,none,68,61,36
female,group E,associate's degree,standard,none,69,77,84
male,group E,some college,standard,completed,65,64,56
male,group C,high school,free/reduced,completed,76,85,77
male,group E,some college,standard,completed,46,51,40
female,group D,some high school,standard,completed,73,70,56
female,group E,master's degree,standard,none,54,63,47
male,group D,some high school,standard,completed,85,90,72
male,group E,some high school,standard,none,50,47,39
male,group E,some high school,free/reduced,completed,34,32,42
male,group E,some high school,standard,none,44,45,44
male,group B,associate's degree,free/reduced,none,69,67,58
female,group B,some high school,free/reduced,none,46,51,47
male,group E,master's degree,free/reduced,none,50,51,50
female,group D,some high school,standard,completed,59,64,52
male,group C,some college,free/reduced,completed,77,80,68
female,group A,associate's degree,standard,none,58,54,52
male,group B,some college,free/reduced,none,66,57,56
female,group E,associate's degree,free/reduced,completed,66,62,51
male,group A,some college,free/reduced,completed,48,58,50
female,group B,bachelor's degree,standard,completed,76,80,51
female,group C,high school,free/reduced,none,100,100,81
female,group D,high school,standard,none,44,50,37
female,group E,associate's degree,standard,none,56,56,52
female,group C,bachelor's degree,standard,none,50,50,33
female,group B,master's degree,free/reduced,completed,67,68,48
male,group E,bachelor's degree,free/reduced,none,48,45,28
female,group A,associate's degree,free/reduced,completed,88,83,74
male,group D,bachelor's degree,free/reduced,none,91,93,56
male,group B,master's degree,standard,completed,80,80,54
male,group D,associate's degree,free/reduced,none,84,82,46
male,group E,high school,standard,completed,71,73,50
male,group C,some high school,standard,completed,86,84,68
female,group D,bachelor's degree,free/reduced,none,65,68,65
female,group A,high school,free/reduced,completed,61,54,59
female,group B,high school,standard,completed,79,72,46
male,group A,some college,standard,completed,64,57,44
female,group D,master's degree,free/reduced,none,100,100,84
female,group C,some high school,free/reduced,none,85,78,61
female,group C,bachelor's degree,free/reduced,none,61,69,43
female,group A,high school,standard,none,67,75,39
female,group E,high school,standard,completed,67,68,42
male,group E,master's degree,free/reduced,completed,58,62,60
female,group C,some high school,standard,none,83,78,75
male,group A,some high school,standard,completed,56,61,73
male,group A,high school,standard,none,68,66,62
male,group A,high school,standard,none,58,57,36
male,group D,high school,free/reduced,completed,61,60,53
male,group E,high school,standard,none,81,77,68
female,group E,some college,free/reduced,completed,80,82,71
female,group D,some college,free/reduced,none,64,61,48
female,group B,some high school,standard,none,87,85,65
male,group D,associate's degree,free/reduced,none,78,66,62
female,group A,bachelor's degree,free/reduced,completed,71,72,48
female,group D,master's degree,free/reduced,none,83,82,76
male,group A,associate's degree,standard,completed,91,86,60
male,group C,some college,free/reduced,none,76,74,48
male,group A,some college,standard,none,74,71,54
male,group E,some college,free/reduced,completed,41,33,35
female,group D,associate's degree,free/reduced,completed,73,81,71
male,group A,some college,free/reduced,completed,76,83,68
male,group B,associate's degree,free/reduced,completed,74,77,54
female,group C,some college,standard,completed,56,62,45
female,group B,high school,free/reduced,completed,59,56,41
male,group B,high school,free/reduced,none,80,79,74
female,group B,bachelor's degree,free/reduced,completed,64,61,52
male,group C,some college,standard,none,72,73,71
male,group C,bachelor's degree,standard,none,38,42,39
female,group C,associate's degree,free/reduced,none,69,68,52
female,group C,bachelor's degree,free/reduced,completed,82,75,61
male,group B,some college,free/reduced,none,74,76,60
male,group E,associate's degree,free/reduced,none,67,63,51
male,group E,associate's degree,standard,none,54,58,52
female,group C,high school,standard,completed,43,52,42
male,group D,associate's degree,standard,none,58,63,42
male,group A,associate's degree,free/reduced,completed,85,83,87
male,group D,bachelor's degree,free/reduced,none,69,69,57
male,group D,some high school,free/reduced,completed,80,79,53
male,group D,associate's degree,free/reduced,completed,91,86,76
female,group E,master's degree,standard,none,71,68,45
male,group A,some high school,standard,none,82,81,68
male,group D,high school,standard,completed,87,85,68
male,group C,high school,free/reduced,completed,49,42,37
male,group E,associate's degree,free/reduced,completed,58,58,37
female,group C,bachelor's degree,free/reduced,none,44,43,33
female,group C,some high school,free/reduced,none,42,30,27
female,group D,high school,free/reduced,none,62,61,49
male,group C,high school,standard,none,66,54,66
male,group A,master's degree,free/reduced,none,41,35,24
female,group C,associate's degree,free/reduced,completed,76,70,60
female,group D,some high school,standard,completed,62,60,35
female,group C,high school,standard,completed,91,87,50
male,group E,high school,free/reduced,completed,72,70,53
male,group E,high school,standard,completed,72,81,75
female,group E,high school,free/reduced,completed,66,61,38
female,group B,bachelor's degree,free/reduced,none,68,73,63
female,group E,some college,standard,completed,75,77,72
male,group E,master's degree,free/reduced,none,83,84,81
male,group B,bachelor's degree,free/reduced,none,50,56,49
male,group E,master's degree,free/reduced,none,57,54,36
female,group D,high school,standard,none,74,73,46
female,group E,master's degree,standard,completed,69,64,34
male,group E,associate's degree,standard,completed,81,69,78
female,group B,associate's degree,standard,none,59,59,55
male,group D,some college,free/reduced,none,88,96,80
female,group C,some college,standard,completed,62,55,22
female,group A,master's degree,free/reduced,completed,65,58,55
female,group D,bachelor's degree,standard,completed,86,87,71
female,group C,bachelor's degree,standard,none,78,76,64
male,group D,high school,free/reduced,completed,99,100,75
female,group C,bachelor's degree,standard,completed,84,81,67
male,group C,some college,standard,none,89,96,63
male,group D,bachelor's degree,free/reduced,none,65,67,53
male,group B,high school,standard,completed,89,94,60
female,group D,associate's degree,free/reduced,none,71,66,65
male,group D,bachelor's degree,standard,none,36,34,36
male,group C,bachelor's degree,free/reduced,none,77,77,68
male,group A,some college,standard,none,78,79,47
female,group C,master's degree,free/reduced,none,53,49,41
female,group E,associate's degree,standard,completed,75,72,66
male,group D,master's degree,free/reduced,completed,71,78,67
female,group D,high school,standard,completed,88,92,89
male,group B,high school,standard,completed,76,69,48
male,group C,master's degree,standard,completed,70,71,53
female,group B,some college,free/reduced,none,50,56,46
male,group D,some high school,free/reduced,completed,40,36,32
female,group C,some college,standard,completed,88,90,79
female,group C,some high school,standard,none,75,77,42
male,group E,some high school,standard,completed,66,57,45
female,group E,some college,standard,completed,78,74,57
female,group A,some high school,standard,completed,66,63,59
male,group E,some high school,standard,completed,39,39,43
male,group C,some high school,standard,none,85,82,70
female,group E,associate's degree,standard,none,87,88,89
female,group A,high school,standard,none,65,63,50
male,group D,some high school,standard,none,69,61,45
female,group E,high school,free/reduced,completed,60,46,58
female,group C,high school,free/reduced,completed,97,94,74
female,group D,associate's degree,standard,completed,88,88,62
female,group C,high school,standard,completed,57,56,55
female,group D,master's degree,standard,completed,79,73,53
female,group C,bachelor's degree,free/reduced,completed,56,60,51
female,group E,associate's degree,free/reduced,completed,57,55,58
male,group E,bachelor's degree,standard,none,63,67,52
male,group A,master's degree,standard,none,60,64,62
male,group D,some college,standard,none,46,50,42
male,group A,some college,free/reduced,none,89,92,57
male,group B,some high school,free/reduced,none,73,67,65
female,group E,some college,free/reduced,none,93,91,89
female,group D,associate's degree,free/reduced,none,67,74,61
female,group A,some college,standard,completed,47,45,33
female,group A,associate's degree,standard,completed,85,77,67
male,group B,associate's degree,standard,completed,73,76,54
female,group A,bachelor's degree,standard,completed,66,68,67
female,group C,some college,standard,none,88,87,72
male,group E,high school,free/reduced,none,49,47,42
female,group A,some college,standard,none,84,85,66
female,group A,some college,standard,none,80,83,76
male,group B,some college,free/reduced,completed,73,73,49
female,group C,some high school,standard,completed,47,49,62
female,group A,high school,standard,completed,84,92,71
female,group E,high school,standard,completed,81,79,66
female,group E,associate's degree,free/reduced,none,73,86,54
female,group A,high school,standard,none,69,78,75
male,group C,associate's degree,free/reduced,completed,53,50,46
male,group E,bachelor's degree,free/reduced,completed,53,63,54
male,group E,associate's degree,free/reduced,completed,58,55,39
male,group C,some college,free/reduced,completed,46,58,55
male,group C,master's degree,standard,completed,46,44,30
male,group A,master's degree,free/reduced,completed,63,65,60
female,group D,some high school,standard,none,49,51,36
male,group B,some college,free/reduced,none,66,64,40
male,group D,associate's degree,standard,completed,70,72,52
female,group D,some college,standard,none,48,53,29
female,group E,some high school,standard,none,82,82,65
male,group C,high school,standard,none,85,86,84
female,group E,associate's degree,standard,completed,37,41,49
male,group B,some college,standard,none,90,84,94
female,group A,high school,standard,none,78,78,60
male,group B,some high school,standard,none,71,77,58
female,group E,high school,standard,none,91,89,74
female,group E,associate's degree,standard,none,71,73,41
male,group E,some high school,free/reduced,none,58,49,37
male,group E,some high school,standard,none,47,47,31
male,group D,some high school,standard,completed,68,67,45
male,group A,bachelor's degree,standard,none,68,68,51
male,group D,some high school,free/reduced,none,44,43,20
female,group E,bachelor's degree,free/reduced,none,64,70,54
male,group C,high school,standard,completed,93,88,56
male,group D,bachelor's degree,standard,none,77,75,54
female,group E,high school,free/reduced,completed,49,45,20
female,group E,bachelor's degree,standard,none,74,67,67
male,group A,high school,standard,completed,80,79,83
female,group B,high school,free/reduced,completed,85,80,60
female,group D,some high school,free/reduced,completed,78,79,54
male,group D,some high school,standard,none,87,88,76
female,group D,high school,standard,completed,81,81,58
female,group E,some high school,standard,none,66,68,41
male,group A,high school,free/reduced,none,74,62,37
male,group E,some high school,standard,none,66,73,43
female,group E,master's degree,standard,completed,76,75,72
female,group C,bachelor's degree,free/reduced,none,81,84,78
male,group A,high school,standard,completed,68,63,47
female,group D,some college,standard,none,74,67,60
female,group B,some high school,standard,none,62,64,63
female,group D,some high school,standard,none,65,68,40
male,group E,associate's degree,free/reduced,none,68,61,53
female,group A,some college,free/reduced,none,61,63,31
female,group A,some college,free/reduced,none,89,92,70
male,group A,master's degree,standard,none,78,81,71
female,group C,bachelor's degree,standard,completed,81,81,78
female,group D,master's degree,standard,none,78,79,69
male,group C,bachelor's degree,standard,none,72,80,38
male,group B,high school,free/reduced,completed,51,48,28
male,group E,master's degree,standard,completed,86,90,67
male,group C,associate's degree,standard,completed,100,100,82
female,group C,bachelor's degree,standard,none,79,72,62
female,group E,master's degree,free/reduced,completed,58,50,36
male,group A,associate's degree,standard,none,78,78,72
male,group E,some college,standard,completed,58,50,43
female,group D,some high school,standard,none,62,50,33
male,group E,high school,standard,completed,33,49,26
female,group A,high school,standard,none,90,85,97
male,group E,some college,free/reduced,none,74,78,73
female,group C,master's degree,standard,none,78,79,72
male,group B,some high school,standard,completed,81,92,72
male,group C,some college,standard,completed,77,86,55
female,group B,associate's degree,standard,completed,84,86,67
male,group E,some high school,standard,completed,90,82,62
female,group D,bachelor's degree,free/reduced,completed,69,76,56
female,group E,master's degree,standard,none,45,38,23
female,group A,some high school,free/reduced,completed,57,62,53
female,group E,bachelor's degree,free/reduced,none,79,74,53
female,group B,some college,standard,none,54,51,35
male,group C,high school,standard,none,69,80,64
male,group D,some high school,free/reduced,none,100,100,99
female,group E,some high school,standard,completed,85,81,55
male,group E,bachelor's degree,free/reduced,completed,39,37,23
female,group C,bachelor's degree,free/reduced,completed,100,100,80
male,group D,high school,standard,completed,90,85,65
male,group E,bachelor's degree,standard,completed,79,82,42
male,group E,bachelor's degree,free/reduced,completed,72,67,71
male,group B,some high school,standard,none,49,38,24
female,group B,high school,free/reduced,completed,64,62,53
female,group A,high school,free/reduced,none,40,36,37
male,group C,some high school,standard,none,84,84,56
male,group D,some college,free/reduced,none,72,71,60
female,group E,some college,free/reduced,none,58,62,54
male,group E,some high school,free/reduced,completed,85,88,48
female,group A,bachelor's degree,free/reduced,completed,74,63,52
female,group E,master's degree,free/reduced,none,94,93,78
female,group C,some college,free/reduced,completed,63,60,58
male,group A,some college,standard,none,90,88,53
female,group C,some high school,free/reduced,none,73,64,55
male,group A,some high school,free/reduced,none,58,42,49
female,group E,master's degree,standard,none,78,85,68
male,group A,master's degree,standard,completed,71,69,63
male,group B,high school,standard,none,76,77,68
male,group D,some high school,free/reduced,completed,55,51,33
female,group E,some college,standard,none,35,27,34
female,group D,associate's degree,free/reduced,completed,62,59,55
male,group E,associate's degree,free/reduced,completed,78,72,55
male,group D,bachelor's degree,free/reduced,completed,78,81,62
male,group B,some college,free/reduced,none,63,64,59
female,group D,associate's degree,standard,none,73,76,72
female,group A,some college,free/reduced,completed,64,65,49
female,group D,some high school,free/reduced,completed,67,57,53
female,group E,some college,free/reduced,none,88,86,83
male,group C,associate's degree,free/reduced,completed,49,44,32
male,group D,some college,free/reduced,completed,98,98,93
female,group D,master's degree,free/reduced,completed,72,68,47
female,group D,bachelor's degree,standard,none,100,100,78
male,group E,high school,standard,none,97,98,85
female,group D,associate's degree,free/reduced,none,35,33,39
female,group E,some high school,free/reduced,none,72,73,60
female,group E,high school,free/reduced,none,55,56,25
female,group C,bachelor's degree,free/reduced,none,67,67,51
female,group A,master's degree,free/reduced,completed,76,77,58
female,group E,master's degree,standard,completed,91,94,72
male,group B,master's degree,free/reduced,completed,53,51,53
female,group D,master's degree,standard,completed,100,100,68
female,group B,associate's degree,standard,completed,61,62,48
male,group D,associate's degree,standard,completed,49,46,36
male,group C,some college,standard,none,86,85,66
male,group E,some high school,standard,completed,71,70,47
female,group A,some college,free/reduced,completed,100,100,82
male,group E,some high school,free/reduced,none,55,58,41
female,group D,bachelor's degree,free/reduced,none,72,78,53
female,group A,some college,free/reduced,completed,89,91,67
female,group E,bachelor's degree,standard,completed,57,58,40
